index	year	y1	y2	y3	y4	y5	b	x1	x2	x3	x4	x5	e	w1	w2	w3	w4	w5	TA
58	2001	1748.171082369361	1237093.741029997	85971.65910713698	427490.3640248806	3820	30161	219.75	8351.969701572049	417421.2112623609	9631.132892152758	1119725.35362398	150230.5	52.82849605108409	.4417555236153358	.0473617506512441	.0213339517087452	.0354834052999223	1794267.858019445
58	2002	1277.352722742697	1334622.746256223	92752.31600445276	476954.3535368098	7312	24855	226	7641.505912914353	479057.3953409416	10833.66185343449	1185948.314879027	163587	60.05178061914928	.435635093223058	.0282822469988212	.015992355855063	.0209139108930677	1961277.717501337
58	2003	928.8273585077405	1511049.399084544	140152.8132101387	585842.0377466817	13490	14662	232	7302.467924663329	680615.2669937171	53379.4066047606	1277336.251910411	184134.75	62.43215680011341	.5561567709856683	.0273110158431664	.0085827035516188	.0132882727063903	2314596.66230695
58	2004	790.0232133548999	1667815.473919059	84709.45109553679	526094.490349971	11476	13134	234.5	8036.122326559032	679374.4945232942	16853.22574336393	1337417.070554133	207558	60.6326271615857	.5000964444158683	.0280761637051166	.0098106844485322	.0123125375591312	2342923.119720388
58	2005	811.9999999999999	1913945	88023.25	454139.75	4443	12127	233	8662.75	772979	17214	1452456	202629.75	61.13733905579399	.6568353005685261	.0322466716430847	.0192866271639363	.021608916208133	2525762.25
58	2006	684.2301821028252	2004886.119430298	139878.010078536	434014.0809479986	7041	86691	226.5	8260.506646085283	725558.0752544699	13383.45457758858	1573785.503277654	231506.75	72.66485152631351	.6025504782146652	.0405325654582582	.0295891409310376	.0343369956445818	2643780.077756601
58	2007	587.2742604885093	1879848.510058168	257272.7425988882	411929.2054001879	8720	144358	246.5	8233.786590311374	622517.0409702463	15559.83973052583	1619808.293142004	272287.75	61.57311072295178	.6966912287689551	.0420283076200579	.0173433900907818	.0403797211702853	2594331.716354982
58	2009	628.9888010135836	1605867.020344409	263479.029997317	442708.2257413933	16668	146002	241.25	9071.532827381188	567946.3273082553	22366.73229536121	1659358.435601021	189050.5	55.89141920987593	.4552379515800588	.0289470514066352	.0064848991577788	.01548877051768	2494266.265347303
58	2010	766.3142751316491	1394664.764999275	303193.6937122428	405734.0561688813	11445	108305	251	8557.213559549044	529308.1372750462	10960.74580024667	1461216.471958947	204325	59.03927548131346	.5083453804704955	.0268697193407842	.0082904106215756	.0097769492981226	2268288.005154944
71	2001	3751579.051163747	10669150.92925715	9725770.867917512	3558687.83046837	309965	288324	9394.25	498542.8262599477	7455120.248182405	1826628.844210134	15688704.5410688	2097661.3	51.21531920275416	.339528333319334	.0514761972897485	.0096951905215895	.0407103538724274	31448452.05254629
71	2002	3628512.597550737	9956816.824989449	7834666.761232211	3325483.887436742	1150414	174322	7912.25	380571.8386875566	7400475.801396282	1481363.577798479	14556100.05728118	1458445.8	55.78637997008074	.3474768992241403	.0294589502716408	.0054469576295841	.0255194489145304	28226917.58432984
71	2003	3837510.168938882	11313742.22945448	6274979.557663198	4476209.665177108	867425	106249	7821.75	365305.4773652453	10496283.64736389	339363.4547232562	14768572.85687685	1572705.8	56.90545775039774	.3559237057857956	.0217504382965945	.0075901925397722	.0176305562660073	31037613.84963051
71	2004	2721534.640195423	13448829.96597437	6902743.347423961	5245557.276739133	607814	117302	7662.75	366080.9462705385	11148733.69980123	351962.8335944696	15539360.04500596	1542334.5	59.34925325110538	.375098093458366	.0213409537563079	.0067676281298445	.0136730378936089	32350208.19916797
